Handle,Title,Vendor,Type,Tags,Status,Price Range,Compare At Price,Variant Options (Sizes),Variant Count,Total Inventory,Description (Summary),Category,Image Src,Created At,Published
organic-carob-powder,Organic Carob Powder,Divine Organic Ingredients,Powder,"Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Smoky, Flavor_Sweet, Format_Powder",Active,$17.18 - $2314.45,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Native to the eastern Mediterranean, Carob is made from the roasted pods of the carob tree and an alternative for cocoa powder. With it's sweeter than chocolate flavor this powder is commonly used in baked goods and warm beverages. Taste Notes: sweet Pairs well with: warm beverages, baked goods T...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6847.jpg?v=1750439337,2021-08-31 18:43:57 -0700,true
organic-chaga-powder,Organic Chaga Powder,Divine Organic Ingredients,Powder,"Benefit_Adaptogen, Benefit_Antioxidant Rich, Benefit_Immune Support, Benefit_Relaxation, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Earthy, Flavor_Nutty, Flavor_Sweet, Format_Powder",Active,$23.89 - $3982.20,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Organic Chaga Mushroom Powder - The King of Medicinal Mushrooms Harness the power of nature's most potent medicinal mushroom with our premium organic chaga powder . Wild-harvested from pristine forests, chaga is renowned as the ""King of Mushrooms"" for its exceptional antioxidant content and immun...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6921.jpg?v=1750439308,2021-08-31 19:13:23 -0700,true
organic-chamomile-flowers-botanicals,Organic Chamomile Flowers Botanicals,Divine Organic Ingredients,Botanicals,"Benefit_Relaxation, Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Floral, Flavor_Herbal, Format_Dried Botanical",Active,$13.89 - $347.48,,100g | 250g | 500g | 1kg | 5kg,5,,"As one of the most ancient medicinal herbs, chamomile is commonly known to be a sleep inducing herb. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF 1 tablespoon of loose-leaf tea per cup The Divine Difference Every batch is independently lab-tested for pur...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Chamors1.jpg?v=1750439490,2020-12-01 05:33:07 -0800,true
organic-chicory-root-botanicals,Organic Chicory Root Botanicals,Divine Organic Ingredients,Botanicals,"Benefit_Detox, Benefit_Digestive Health, Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Earthy, Flavor_Floral, Flavor_Nutty, Format_Dried Botanical",Active,$14.06 - $351.56,,100g | 250g | 500g | 1kg | 5kg,5,,"You can't tell by just looking at it, but Chicory Root originates from a plant with bright blue flowers. Used for many centuries, it is commonly used to make a coffee alternative. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF Infuse tea for 5-6 minutes 1 ...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Chicoot1.jpg?v=1750439489,2020-12-01 05:33:09 -0800,true
organic-cinnamon-powder,Organic Cinnamon Powder,Divine Organic Ingredients,Powder,"Caffeine_Caffeine Free, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Vegan, Flavor_Fruity, Flavor_Nutty, Flavor_Spicy, Flavor_Sweet, Format_Powder, Origin_India",Active,$18.55 - $1030.38,,250g | 500g | 1kg | 5kg | 25kg,5,,"Dive into the aromatic world of Divine Ingredients' Organic Cinnamon Powder. Native to India, this enchanting spice brings a strong, warming flavor to your dishes, making it a perfect addition to your culinary adventures. Our Organic Cinnamon Powder might contribute to a balanced lifestyle with i...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_63932.jpg?v=1750439360,2021-02-11 21:31:55 -0800,true
organic-cinnamon-spice,Organic Cinnamon Spice,Divine Organic Ingredients,Spices,"Caffeine_Caffeine Free, Category_Spices, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Fruity, Flavor_Spicy, Flavor_Sweet, Flavor_Woody, Format_Whole Spice, Origin_India",Active,$23.50 - $1305.56,,250g | 500g | 1kg | 5kg | 25kg,5,,"Discover the enchanting essence of India with Divine Organic Ingredients' Organic Cinnamon Spice. This exquisite spice, known for its delightful blend of sweet and woody flavors, is not just ideal for baking but also complements a variety of fruits like apples and strawberries. Its unique taste n...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/SP._20Cinnon1.jpg?v=1750439390,2020-12-01 05:36:01 -0800,true
organic-cleanse,Organic Cleanse Tea,Divine Organic Ingredients,Herbal Tea,"Benefit_Anti-Inflammatory, Benefit_Detox, Benefit_Digestive Health, Benefit_Relaxation, Caffeine_High Caffeine, Category_Herbal Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Herbal, Flavor_Minty, Flavor_Nutty, Flavor_Spicy, Flavor_Sweet, Format_Loose Leaf",Draft,$23.44 - $1302.08,,250g | 500g | 1kg | 5kg | 25kg,5,,"A refreshing tea to give you the cleanse you need. With nettle leaves and peppermint collaborating effortlessly to bring you a relaxing sensation, our Organic Cleanse will give you a fresh start. Fully herbal, this medium-bodied tea leaves you feeling refreshed. Taste Notes Mint, Sweet, Light Ing...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_5099-3.jpg?v=1750439369,2020-12-18 15:11:27 -0800,false
organic-cloves-spice,Organic Cloves Spice,Divine Organic Ingredients,Spices,"Caffeine_Caffeine Free, Category_Spices, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Fruity, Flavor_Spicy, Flavor_Sweet, Format_Whole Spice",Active,$14.38 - $1596.36,,100g | 250g | 500g | 1kg | 5kg | 25kg,6,,"Cloves, with origins from the North Moluccas Islands in Indonesia, encapsulate a beautiful dance of sweet and fruity with a hint of strong aromatic undertones. They not only teleport our senses to fond memories of Grandma's kitchen but also provide a powerful, nostalgic flavor to an array of dish...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/SP._20Cloves1.jpg?v=1750439389,2020-12-01 05:36:03 -0800,true
organic-cocoa-powder,Organic Cocoa Powder,Divine Organic Ingredients,Powder,"Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Fruity, Flavor_Sweet, Format_Powder, Origin_South America",Active,$19.35 - $3009.89,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Native to tropical regions in South America. Cocoa powder adds a rich chocolate flavor to desserts and beverages. Cocoa powder is commonly used in ice cream, dairy drinks and cakes. Pairs well with pineapple, raspberries, and bananas. Add Cocoa Powder to your morning shake, smoothie, coffee, or y...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6893.jpg?v=1750439321,2021-08-31 19:03:14 -0700,true
organic-cocoa-shells-spice,Organic Cocoa Shells Spice,Divine Organic Ingredients,Spices,"Caffeine_Caffeine Free, Category_Spices, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Nutty, Flavor_Spicy, Flavor_Sweet, Format_Whole Spice",Active,$15.04 - $500.88,,500g | 1kg | 5kg | 25kg,4,-1,"Steeping Instructions For A Divine Cup Heat freshly drawn cold water to 100ºC/ 212ºF Infuse tea for 5-6 minutes 1 tsp per cup The Divine Difference Every batch is independently lab-tested for purity, potency, and safety. USDA Organic & CCOF Certified. No synthetic additives, artificial colors, pr...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/SP._20Cocols1.jpg?v=1750439387,2020-12-01 05:36:05 -0800,true
organic-coconut-milk-powder,Organic Coconut Milk Powder,Divine Organic Ingredients,Powder,"Caffeine_Caffeine Free, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Nutty, Flavor_Sweet, Format_Powder",Active,$14.95 - $830.74,,250g | 500g | 1kg | 5kg | 25kg,5,,"Shop premium Organic Coconut Milk Powder from Divine Ingredients, sustainably sourced from the Philippines. Our bulk coconut milk powder offers a naturally creamy texture and subtle sweetness, perfect for smoothies, baking, dairy-free cooking, vegan ice creams, dairy-free latte blends, and coconu...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6397.jpg?v=1750439352,2021-02-11 21:38:23 -0800,true
organic-coconut-sugar,Organic Coconut Sugar,Divine Organic Ingredients,Powder,"Benefit_Antioxidant Rich, Benefit_Focus, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Vegan, Flavor_Nutty, Flavor_Sweet, Format_Powder",Active,$48.58 - $374.23,,500g | 1kg | 25kg,3,,"Organic Coconut Sugar – Bulk & Retail | Divine Ingredients Discover a delicious, nutrient-rich alternative to refined sugar with our Organic Coconut Sugar. Ethically sourced from the sap of organic coconut palms, this unrefined sweetener offers a warm, caramel-like flavor that enhances everything...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6820.jpg?v=1750439344,2021-08-31 18:32:42 -0700,true
organic-coffee-cherry-powder,Organic Coffee Cherry Powder,Divine Organic Ingredients,Powder,"Benefit_Antioxidant Rich, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Fruity, Format_Powder",Active,$23.44 - $1302.08,,250g | 500g | 1kg | 5kg | 25kg,5,139990,"Conventional Coffee Cherry Powder is packed with vitamins and minerals. Being one of the more powerful superfoods available today, coffee cherries offer eight times more antioxidants than blueberries. The Divine Difference Every batch is independently lab-tested for purity, potency, and safety. U...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/files/TartCherryPowder-Organic.jpg?v=1750439354,2021-02-11 21:37:07 -0800,true
organic-cordyceps-powder,Organic Cordyceps Powder,Divine Organic Ingredients,Powder,"Benefit_Adaptogen, Benefit_Energy, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Earthy, Flavor_Nutty, Format_Powder",Active,$17.18 - $2314.45,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Organic Cordyceps Powder is the ultimate mushroom for an energy boost. Pure and ethically sourced, cordyceps powder can help the body utilize oxygen more efficiently. This natural energy booster can be added to smoothies to enhance athletic performance. Taste Notes: savory umami-quality, deep ear...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6861.jpg?v=1750439336,2021-08-31 18:46:49 -0700,true
organic-cornflower-petals-botanicals,Organic Cornflower Petals Botanicals,Divine Organic Ingredients,Botanicals,"Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Floral, Flavor_Nutty, Format_Dried Botanical",Active,$34.19 - $1281.74,,50g | 100g | 250g | 500g | 1kg | 5kg,6,,Bright blue flowers often used to provide colour in teas and food. The dried flowers are also used to make traditional medicine. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF Infuse tea for 5-6 minutes 1 tablespoon of loose-leaf tea per cup The Divine Dif...,Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Cornfls1.jpg?v=1750439488,2020-12-01 05:33:11 -0800,true
organic-cut-rosehips-botanicals,Organic Rosehips Botanicals,Divine Organic Ingredients,Botanicals,"Benefit_Immune Support, Benefit_Skin Health, Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Floral, Flavor_Fruity, Flavor_Nutty, Format_Dried Botanical",Active,$23.30 - $291.23,,250g | 500g | 1kg | 5kg,4,,"An accessory fruit to the rose, rosehips are known to be a rich source of vitamin C. It has a slightly delicate and floral flavor. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF Infuse tea for 5-6 minutes 1 tablespoon of loose-leaf tea per cup The Divine D...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Cut_20Rps1.jpg?v=1750439487,2020-12-01 05:33:13 -0800,true
organic-daily-detox,Organic Daily Detox,Divine Organic Ingredients,Black Tea,"Benefit_Anti-Inflammatory, Benefit_Detox, Benefit_Digestive Health, Benefit_Energy, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Herbal, Flavor_Nutty, Flavor_Spicy, Flavor_Sweet, Format_Loose Leaf",Draft,$23.44 - $1302.08,,250g | 500g | 1kg | 5kg | 25kg,5,,"A herbal melodic mix that promotes active lifestyles. The Daily Detox is perfect for any time of the day to give you a boost. With a remarkable mix of balanced flavors, this tea is one you must try. Taste Notes Spicy, Slight Sweet, Rich Ingredients Organic Licorice, Organic Cinnamon, Organic Turm...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_5091-2.jpg?v=1750439368,2020-12-18 15:11:46 -0800,false
organic-dandelion-root-botanicals,Organic Dandelion Root Botanicals,Divine Organic Ingredients,Botanicals,"Benefit_Detox, Benefit_Digestive Health, Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Earthy, Flavor_Herbal, Flavor_Nutty, Format_Dried Botanical",Active,$12.50 - $312.50,,100g | 250g | 500g | 1kg | 5kg,5,,"As a traditional medicine, dandelion root has been used for treating and liver conditions. This herb is also commonly associated as a sleep aid. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF Infuse tea for 5-6 minutes 1 tablespoon of loose-leaf tea per cu...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Dandeot1.jpg?v=1750439486,2020-12-01 05:33:15 -0800,true
organic-date-powder,Organic Date Powder,Divine Organic Ingredients,Powder,"Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Vegan, Flavor_Nutty, Flavor_Sweet, Format_Powder",Active,$12.50 - $694.44,,250g | 500g | 1kg | 5kg | 25kg,5,,"Designed to cater to both individual needs and bulk requirements, our organic Date Powder is a versatile, wholesome sweetener ideal for bakeries, restaurants, or anyone seeking a healthier alternative to refined sugar. Trust Divine Ingredients to deliver a consistent supply of superior quality, o...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6889.jpg?v=1750439324,2021-08-31 19:01:59 -0700,true
organic-elderberries-botanicals,Organic Elderberries Botanicals,Divine Organic Ingredients,Botanicals,"Benefit_Immune Support, Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Fruity, Flavor_Nutty, Format_Dried Botanical",Active,$16.88 - $632.58,,50g | 100g | 250g | 500g | 1kg | 5kg,6,,"A dark purple berry originating from the European elder tree, used to make medicine. Cooked elderberries are often used to make jellies, jams, wine, and, of course, tea! Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF Infuse tea for 5-6 minutes 1 tablespoon...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Elderes1.jpg?v=1750439485,2020-12-01 05:33:17 -0800,true
organic-fennel-spice,Organic Fennel Spice,Divine Organic Ingredients,Spices,"Benefit_Digestive Health, Benefit_Heart Health, Caffeine_Caffeine Free, Category_Spices, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Spicy, Flavor_Sweet, Format_Whole Spice, Origin_China",Active,$15.04 - $500.88,,500g | 1kg | 5kg | 25kg,4,,"Steeped in tradition, fennel's slightly sweet licorice flavor is a cherished ingredient in many cultural cuisines, from Chinese to Greek. Its distinctive taste enriches everything from soups to cakes, offering a hint of sweetness that lingers. Product Features: Distinctive Taste: Experience fenne...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/SP._20Fennel1.jpg?v=1750439386,2020-12-01 05:36:09 -0800,true
organic-ginger-powder,Organic Ginger Powder,Divine Organic Ingredients,Powder,"Benefit_Anti-Inflammatory, Benefit_Digestive Health, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Spicy, Flavor_Sweet, Format_Powder",Active,$15.38 - $854.18,,250g | 500g | 1kg | 5kg | 25kg,5,,"Native to Southeast Asia, Ginger is commonly used in Asian dishes. It offers a slightly peppery but sweet taste with a spicy aroma. Ginger is also a great addition to your morning tea. Taste Notes: slightly peppery, sweet Pairs well with: sauces, glazes, and marinades The Divine Difference Every ...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_63872.jpg?v=1750439363,2021-02-11 21:26:56 -0800,true
organic-ginger-spice,Organic Ginger Spice,Divine Organic Ingredients,Spices,"Benefit_Anti-Inflammatory, Benefit_Digestive Health, Benefit_Energy, Benefit_Relaxation, Caffeine_High Caffeine, Category_Spices, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Fruity, Flavor_Minty, Flavor_Nutty, Flavor_Spicy, Flavor_Sweet, Format_Whole Spice",Active,$19.93 - $1106.76,,250g | 500g | 1kg | 5kg | 25kg,5,,"Ginger, a tropical treasure, delights with its unique spicy, warm, and peppery taste. This bold flavor transforms dishes from simple to sumptuous, making each bite a spicy revelation. Product Features: Rich Taste Profile: Immerse yourself in the captivating blend of spicy, warm, and peppery notes...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/SP._20Ginger1.jpg?v=1750439385,2020-12-01 05:36:11 -0800,true
organic-green-rooibos-botanicals,Organic Green Rooibos Botanicals,Divine Organic Ingredients,Botanicals,"Benefit_Antioxidant Rich, Benefit_Energy, Benefit_Relaxation, Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Herbal, Flavor_Nutty, Format_Dried Botanical",Active,$19.80 - $148.44,,500g | 1kg | 5kg,3,,Green Rooibos originate from the bush found in Africa called Aspalathus linearis and is completely caffeine free. Rooibos tea is rich antioxidants known to reduce stress. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF Infuse tea for 5-6 minutes 1 tablespoo...,Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Greenos1.jpg?v=1750439484,2020-12-01 05:33:19 -0800,true
organic-green-spirulina-powder,Organic Green Spirulina Powder,Divine Organic Ingredients,Powder,"Benefit_Antioxidant Rich, Benefit_Detox, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Earthy, Format_Powder",Active,$16.26 - $2712.68,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Native to warm alkaline waters of subtropical climates, Organic Green Spirulina Powder is one of our unique powders that is full of various benefits. It offers an earthy and sometimes fishy taste. Add this powder to water alone, juice, or to some smoothies. Taste Notes: earthy, fishy Pairs well w...",,,2021-02-11 21:22:19 -0800,true
organic-hemp-berry-infusion,Organic Hemp Berry Infusion,Divine Organic Ingredients,Hemp Tea,"Benefit_Heart Health, Benefit_Relaxation, Benefit_Skin Health, Caffeine_High Caffeine, Category_Hemp Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Floral, Flavor_Fruity, Flavor_Nutty, Flavor_Smoky, Format_Loose Leaf",Active,$15.63 - $1736.11,,100g | 250g | 500g | 1kg | 5kg | 25kg,6,,"A hibiscus dominant blend with the added benefits of roasted hemp seeds. Releasing rich floral flavors, this blend infuses flavor with an appealing red. Like many of our hibiscus blends, this tea balances slight tartness with a fruity note. Taste Notes Hibiscus, Fruity, Rich Ingredients Organic H...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_5059-2_1.jpg?v=1750439369,2020-12-18 15:10:08 -0800,true
organic-hemp-green-tea,Organic Hemp Green Tea,Divine Organic Ingredients,Green Tea,"Benefit_Antioxidant Rich, Benefit_Energy, Benefit_Heart Health, Benefit_Protein, Benefit_Relaxation, Benefit_Weight Management, Caffeine_High Caffeine, Category_Green Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Nutty, Flavor_Smoky, Flavor_Sweet, Flavor_Vegetal, Format_Loose Leaf",Active,$19.29 - $2638.11,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"A simple blend with complex benefits. Hemp seeds combined with green tea aim to deliver exponential health benefits and relaxing vegetal flavor. Hemp seeds are known to be nutritious, provide plant-based protein, are sources to reduce certain health risks. Give you a delicious, healthy tea! Taste...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_5108_40dfdd37-9703-4534-aa86-f88f5a43a778.jpg?v=1750439301,2022-01-27 14:50:04 -0800,true
organic-hemp-protein-powder,Organic Hemp Protein Powder,Divine Organic Ingredients,Powder,"Benefit_Heart Health, Benefit_Protein, Benefit_Relaxation, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Earthy, Flavor_Nutty, Flavor_Vegetal, Format_Powder",Active,$26.04 - $4340.29,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Hemp originated in Asia and hemp powder is a popular plant-based supplement. It's earthy, nutty, grassy flavor may be strong for some while others really enjoy it. Commonly mixed into water, juices, and smoothies but also added in oatmeal, hot cereal, and batters like pancake, cakes, brownies, br...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6379_1.jpg?v=1750439349,2021-02-11 21:45:01 -0800,true
organic-hibiscus-botanicals,Organic Hibiscus Botanicals,Divine Organic Ingredients,Botanicals,"Benefit_Heart Health, Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Floral, Flavor_Nutty, Flavor_Sweet, Format_Dried Botanical",Active,$17.54 - $131.45,,500g | 1kg | 5kg,3,,"Made from the dried parts of the hibiscus plant, hibiscus produces a full-bodied red drink. A delicate balance of tart and sweet, and numerous health benefits, hibiscus can be served both hot or cold. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF Infuse t...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Hibisus1.jpg?v=1750439483,2020-12-01 05:33:21 -0800,true
organic-honeybush-botanicals,Organic Honeybush Botanicals,Divine Organic Ingredients,Botanicals,"Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Floral, Flavor_Herbal, Flavor_Nutty, Flavor_Sweet, Format_Dried Botanical",Active,$16.94 - $634.76,,50g | 100g | 250g | 500g | 1kg | 5kg,6,,"Grown on the Eastern Cape of South Africa, Honeybush is often used to make herbal tea. Closely related to rooibos, the fermented flowers of honeybush give the tea a honey-like and floral aroma. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF Infuse tea for ...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Honeysh1.jpg?v=1750439482,2020-12-01 05:33:23 -0800,true
organic-immunity-herbal-tea,Organic Immunity Herbal Tea,Divine Organic Ingredients,Herbal Tea,"Benefit_Antioxidant Rich, Benefit_Energy, Benefit_Immune Support, Caffeine_High Caffeine, Category_Herbal Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Herbal, Format_Loose Leaf",Active,$19.39 - $3181.43,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Organic Immunity Herbal Tea - Natural Immune System Support Strengthen your body's natural defenses with our Organic Immunity Herbal Tea , a carefully crafted blend of immune-supporting herbs and botanicals. This delicious fusion delivers rich flavors while providing powerful immune system benefi...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_5095-2_7ad0e501-ece7-4c6e-8da7-f290c1369e45.jpg?v=1750439300,2022-01-27 14:50:15 -0800,true
organic-jasmine-flowers-botanicals,Organic Jasmine Flowers Botanicals,Divine Organic Ingredients,Botanicals,"Benefit_Energy, Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Floral, Flavor_Nutty, Flavor_Sweet, Format_Dried Botanical",Active,$21.58 - $809.58,,50g | 100g | 250g | 500g | 1kg | 5kg,6,5992,"Jasmine flowers are delicate, pale yellow that produce a caffeine free, sweet cup. Fragrant as well as beautiful, the flowers are used in bath salts, potpourri, and tea. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF Infuse tea for 5-6 minutes 1 tablespoon...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Jasmirs1.jpg?v=1750439481,2020-12-01 05:33:25 -0800,true
